node_name,node_path,linked_to_specific_knowledge_point,status,specific_knowledge_points,other_link_locations,latest_spatial_vectors_import,source_paths
刷提升_b9,mathmap/习题/题型整理/刷提升_b9.md,NO,UNLINKED,,,NO,
刷易错_b2,mathmap/习题/题型整理/刷易错_b2.md,NO,UNLINKED,,,NO,
刷易错_b3,mathmap/习题/题型整理/刷易错_b3.md,YES,LINKED_SPECIFIC_KP,直线的两点式方程,,NO,
刷易错_b4,mathmap/习题/题型整理/刷易错_b4.md,NO,UNLINKED,,,NO,
刷易错_b5,mathmap/习题/题型整理/刷易错_b5.md,NO,UNLINKED,,,NO,
刷易错_b6,mathmap/习题/题型整理/刷易错_b6.md,NO,UNLINKED,,,NO,
刷易错_b7,mathmap/习题/题型整理/刷易错_b7.md,NO,UNLINKED,,,NO,
刷易错_b8,mathmap/习题/题型整理/刷易错_b8.md,NO,UNLINKED,,,NO,
刷易错_b9,mathmap/习题/题型整理/刷易错_b9.md,NO,UNLINKED,,,NO,
刷素养_b1,mathmap/习题/题型整理/刷素养_b1.md,NO,UNLINKED,,,NO,
刷素养_b10,mathmap/习题/题型整理/刷素养_b10.md,NO,UNLINKED,,,NO,
刷素养_b12,mathmap/习题/题型整理/刷素养_b12.md,NO,UNLINKED,,,NO,
刷素养_b13,mathmap/习题/题型整理/刷素养_b13.md,NO,UNLINKED,,,NO,
刷素养_b14,mathmap/习题/题型整理/刷素养_b14.md,NO,UNLINKED,,,NO,
刷素养_b2,mathmap/习题/题型整理/刷素养_b2.md,NO,UNLINKED,,,NO,
刷素养_b6,mathmap/习题/题型整理/刷素养_b6.md,NO,UNLINKED,,,NO,
刷素养_b7,mathmap/习题/题型整理/刷素养_b7.md,NO,UNLINKED,,,NO,
刷素养_b8,mathmap/习题/题型整理/刷素养_b8.md,NO,UNLINKED,,,NO,
刷素养_b9,mathmap/习题/题型整理/刷素养_b9.md,NO,UNLINKED,,,NO,
刷综合_b1,mathmap/习题/题型整理/刷综合_b1.md,YES,LINKED_SPECIFIC_KP,第三章 圆锥曲线的方程,,NO,
刷能力_b1,mathmap/习题/题型整理/刷能力_b1.md,NO,UNLINKED,,,NO,
刷能力_b13,mathmap/习题/题型整理/刷能力_b13.md,NO,UNLINKED,,,NO,
刷能力_b2,mathmap/习题/题型整理/刷能力_b2.md,NO,UNLINKED,,,NO,
刷能力_b5,mathmap/习题/题型整理/刷能力_b5.md,NO,UNLINKED,,,NO,
刷能力_b6,mathmap/习题/题型整理/刷能力_b6.md,NO,UNLINKED,,,NO,
刷能力_b7,mathmap/习题/题型整理/刷能力_b7.md,NO,UNLINKED,,,NO,
刷能力_b8,mathmap/习题/题型整理/刷能力_b8.md,NO,UNLINKED,,,NO,
刷难关_b1,mathmap/习题/题型整理/刷难关_b1.md,NO,UNLINKED,,,NO,
基础_b1,mathmap/习题/题型整理/基础_b1.md,NO,UNLINKED,,,NO,
基础_b2,mathmap/习题/题型整理/基础_b2.md,YES,LINKED_SPECIFIC_KP,抛物线的简单几何性质 | 点到直线的距离公式,,NO,
复习参考题 圆锥曲线的方程,mathmap/习题/题型整理/复习参考题 圆锥曲线的方程.md,NO,LINKED_WRONG_HEADING,,第三章 圆锥曲线的方程 (# 讲解),NO,
复习参考题 直线和圆的方程,mathmap/习题/题型整理/复习参考题 直线和圆的方程.md,YES,LINKED_SPECIFIC_KP,圆的方程,第二章 直线和圆的方程 (# 讲解),NO,
复习参考题 空间向量与立体几何,mathmap/习题/题型整理/复习参考题 空间向量与立体几何.md,NO,UNLINKED,,,NO,
复习参考题1 集合与常用逻辑用语,mathmap/习题/题型整理/复习参考题1 集合与常用逻辑用语.md,YES,LINKED_SPECIFIC_KP,集合,,NO,
复习参考题2 一元二次函数、方程和不等式,mathmap/习题/题型整理/复习参考题2 一元二次函数、方程和不等式.md,NO,UNLINKED,,,NO,
复习参考题3 函数的概念与性质,mathmap/习题/题型整理/复习参考题3 函数的概念与性质.md,YES,LINKED_SPECIFIC_KP,函数的概念,,NO,
复习参考题4 指数函数与对数函数,mathmap/习题/题型整理/复习参考题4 指数函数与对数函数.md,YES,LINKED_SPECIFIC_KP,对数 | 对数函数 | 指数 | 指数函数,,NO,
复习参考题5 三角函数,mathmap/习题/题型整理/复习参考题5 三角函数.md,NO,UNLINKED,,,NO,
易错点 1 不能正确理解函数的定义而致错_b8,mathmap/习题/题型整理/易错点 1 不能正确理解函数的定义而致错_b8.md,YES,LINKED_SPECIFIC_KP,函数的概念,,NO,
易错点 1 不能正确理解函数零点的概念而致错_b6,mathmap/习题/题型整理/易错点 1 不能正确理解函数零点的概念而致错_b6.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的零点与方程的解,,NO,
易错点 1 图象平移变换错误_b8,mathmap/习题/题型整理/易错点 1 图象平移变换错误_b8.md,YES,LINKED_SPECIFIC_KP,函数 y = A sin(ωx + φ),,NO,
易错点 1 对含有量词的命题否定时只改变量词或只否定结论而致错_b6,mathmap/习题/题型整理/易错点 1 对含有量词的命题否定时只改变量词或只否定结论而致错_b6.md,YES,LINKED_SPECIFIC_KP,全称量词命题和存在量词命题的否定,,NO,
易错点 1 应用三角函数的定义求值时遗漏终边的位置_b6,mathmap/习题/题型整理/易错点 1 应用三角函数的定义求值时遗漏终边的位置_b6.md,YES,LINKED_SPECIFIC_KP,三角函数的应用 | 三角函数的概念,,NO,
易错点 1 忽略 $k _pi (k _in _mathbf{Z})$ 中系数 $k$ 的分类讨论_b8,mathmap/习题/题型整理/易错点 1 忽略 $k _pi (k _in _mathbf{Z})$ 中系数 $k$ 的分类讨论_b8.md,YES,LINKED_SPECIFIC_KP,诱导公式,,NO,
易错点 1 忽略二次项系数的讨论而致错_b9,mathmap/习题/题型整理/易错点 1 忽略二次项系数的讨论而致错_b9.md,YES,LINKED_SPECIFIC_KP,二次函数与一元二次方程、不等式,,NO,
易错点 1 忽略函数的定义域而致错_b7,mathmap/习题/题型整理/易错点 1 忽略函数的定义域而致错_b7.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的表示法,,NO,
易错点 1 忽略含参函数的分类讨论而致错_b6,mathmap/习题/题型整理/易错点 1 忽略含参函数的分类讨论而致错_b6.md,YES,LINKED_SPECIFIC_KP,函数的概念 | 函数的概念与性质 小结,,NO,
易错点 1 忽略对底数的讨论(导致单调性的不同)而致错_b7,mathmap/习题/题型整理/易错点 1 忽略对底数的讨论(导致单调性的不同)而致错_b7.md,YES,LINKED_SPECIFIC_KP,单调性 | 对数函数的图象和性质,,NO,
易错点 1 忽略应用基本不等式的前提而致错_b10,mathmap/习题/题型整理/易错点 1 忽略应用基本不等式的前提而致错_b10.md,YES,LINKED_SPECIFIC_KP,基本不等式,,NO,
易错点 1 忽略指数函数的值域而致错_b5,mathmap/习题/题型整理/易错点 1 忽略指数函数的值域而致错_b5.md,YES,LINKED_SPECIFIC_KP,指数函数 | 指数函数的图象和性质,,NO,
易错点 1 忽略角的度量单位的一致性_b7,mathmap/习题/题型整理/易错点 1 忽略角的度量单位的一致性_b7.md,YES,LINKED_SPECIFIC_KP,弧度制,,NO,
易错点 1 忽略角的隐含范围导致增解_b3,mathmap/习题/题型整理/易错点 1 忽略角的隐含范围导致增解_b3.md,YES,LINKED_SPECIFIC_KP,三角函数的应用,,NO,
易错点 1 忽略集合中元素的互异性而致错_b6,mathmap/习题/题型整理/易错点 1 忽略集合中元素的互异性而致错_b6.md,YES,LINKED_SPECIFIC_KP,集合的概念,,NO,
易错点 1 忽略集合中元素的性质而致错_b7,mathmap/习题/题型整理/易错点 1 忽略集合中元素的性质而致错_b7.md,YES,LINKED_SPECIFIC_KP,集合的基本运算 | 集合的概念,,NO,
